Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
20180116 12:53 AM,20,1,44,NNE,7,0,30.23,0,Fair
20180117 1:53 AM,19,0,43,NNE,6,0,30.21,0,Fair
20180117 2:53 AM,17,2,52,NNW,5,0,30.22,0,Cloudy
20180117 3:53 AM,17,3,54,N,3,0,30.22,0,Cloudy
20180117 4:53 AM,15,3,59,NNW,5,0,30.23,0,Cloudy
20180117 5:53 AM,17,4,56,NNE,3,0,30.22,0,Cloudy
20180117 6:53 AM,15,3,59,NE,5,0,30.21,0,Partly Cloudy
20180117 7:53 AM,15,3,59,CALM,0,0,30.22,0,Partly Cloudy
20180117 8:53 AM,17,3,54,CALM,0,0,30.23,0,Fair
20180117 9:53 AM,20,3,48,CALM,0,0,30.24,0,Cloudy
20180117 10:53 AM,21,4,48,VAR,3,0,30.26,0,Fair
20180117 11:53 AM,24,3,40,CALM,0,0,30.26,0,Fair
20180117 12:53 PM,28,4,36,SW,5,0,30.23,0,Fair
20180117 1:53 PM,30,3,32,SSW,3,0,30.18,0,Fair
20180117 2:53 PM,34,2,26,N,6,0,30.14,0,Fair
20180117 3:53 PM,34,2,26,WSW,6,0,30.12,0,Fair
20180117 4:53 PM,35,2,25,CALM,0,0,30.11,0,Fair
20180117 5:53 PM,34,2,26,CALM,0,0,30.1,0,Fair
20180117 6:53 PM,33,3,28,CALM,0,0,30.09,0,Fair
20180117 7:53 PM,30,6,36,SE,7,0,30.09,0,Fair
20180117 8:53 PM,29,6,38,SE,7,0,30.09,0,Cloudy
20180117 9:53 PM,27,6,41,SE,6,0,30.08,0,Cloudy
20180117 10:53 PM,27,7,43,SSE,7,0,30.08,0,Cloudy
20180117 11:53 PM,29,7,40,SSW,5,0,30.09,0,Cloudy
20180117 12:53 AM,26,8,47,S,5,0,30.08,0,Cloudy
20180118 1:53 AM,23,9,55,CALM,0,0,30.05,0,Cloudy
20180118 2:53 AM,24,11,57,CALM,0,0,30.04,0,Cloudy
20180118 3:53 AM,24,10,55,CALM,0,0,30.04,0,Cloudy
20180118 4:53 AM,22,12,66,CALM,0,0,30.03,0,Cloudy
20180118 5:53 AM,24,11,57,SSW,3,0,30.02,0,Cloudy
20180118 6:53 AM,23,11,60,S,3,0,30.01,0,Cloudy
20180118 7:53 AM,23,11,60,S,3,0,30.01,0,Cloudy
20180118 8:53 AM,23,12,63,VAR,3,0,30.01,0,Cloudy
20180118 9:53 AM,26,13,58,S,6,0,30.01,0,Cloudy
20180118 10:53 AM,31,13,47,SSE,8,0,30.01,0,Fair
20180118 11:53 AM,35,12,39,S,10,0,30,0,Fair
20180118 12:53 PM,39,13,34,S,8,0,29.96,0,Fair
20180118 1:53 PM,42,13,31,SSE,9,0,29.9,0,Fair
20180118 2:53 PM,45,13,27,S,10,0,29.86,0,Fair
20180118 3:53 PM,46,12,25,SSE,10,0,29.84,0,Mostly Cloudy
20180118 4:53 PM,44,14,30,S,12,0,29.84,0,Mostly Cloudy
20180118 5:53 PM,43,14,31,S,14,0,29.83,0,Mostly Cloudy
20180118 6:53 PM,42,15,34,S,10,0,29.82,0,Mostly Cloudy
20180118 7:53 PM,41,13,32,S,12,0,29.8,0,Mostly Cloudy
20180118 8:53 PM,39,15,38,S,8,0,29.79,0,Fair
20180118 9:53 PM,37,13,37,S,10,0,29.8,0,Fair
20180118 10:53 PM,36,14,41,S,12,0,29.79,0,Fair
20180118 11:53 PM,36,16,44,S,13,0,29.78,0,Mostly Cloudy
20180118 12:53 AM,37,17,44,S,12,0,29.77,0,Mostly Cloudy
20180119 1:53 AM,38,18,44,S,8,0,29.76,0,Cloudy
20180119 2:53 AM,38,19,47,S,12,0,29.75,0,Cloudy
20180119 3:53 AM,39,19,45,S,8,0,29.74,0,Cloudy
20180119 4:53 AM,40,20,45,S,6,0,29.73,0,Cloudy
20180119 5:53 AM,40,21,47,S,12,0,29.71,0,Cloudy
20180119 6:53 AM,40,22,49,SSE,10,0,29.7,0,Cloudy
20180119 7:53 AM,40,22,49,SSE,9,0,29.69,0,Mostly Cloudy
20180119 8:53 AM,41,23,49,S,12,0,29.7,0,Cloudy
20180119 9:53 AM,42,23,47,SSE,10,0,29.7,0,Cloudy
20180119 10:53 AM,44,26,49,S,12,0,29.71,0,Cloudy
20180119 11:53 AM,46,30,54,S,12,0,29.7,0,Cloudy
20180119 12:53 PM,50,33,52,S,15,0,29.66,0,Cloudy
20180119 1:53 PM,52,40,63,S,14,23,29.61,0,Cloudy
20180119 2:53 PM,53,38,57,S,17,0,29.58,0,Mostly Cloudy
20180119 3:53 PM,53,37,55,S,17,0,29.55,0,Cloudy
20180119 4:53 PM,54,39,57,SSE,16,0,29.53,0,Cloudy
20180119 5:53 PM,54,40,59,S,16,0,29.52,0,Mostly Cloudy
20180119 6:53 PM,53,42,66,S,15,0,29.52,0,Cloudy
20180119 7:53 PM,52,42,69,S,16,22,29.53,0,Cloudy
20180119 8:53 PM,52,43,71,S,15,0,29.54,0,Cloudy
20180119 9:53 PM,52,42,69,S,13,0,29.54,0,Cloudy
20180119 10:53 PM,53,42,66,SSE,12,0,29.53,0,Cloudy
20180119 11:53 PM,53,42,66,S,12,0,29.53,0,Cloudy
20180119 12:53 AM,53,45,74,S,12,0,29.52,0,Cloudy
20180120 1:53 AM,52,49,89,S,13,0,29.5,0,Light Drizzle
20180120 2:53 AM,51,51,100,S,7,0,29.5,0,Light Drizzle
20180120 3:53 AM,53,52,96,S,10,0,29.48,0,Light Drizzle
20180120 4:53 AM,57,53,87,S,17,24,29.47,0,Cloudy
20180120 5:53 AM,57,52,83,SSW,12,22,29.45,0,Cloudy
20180120 6:53 AM,57,51,81,SSW,12,22,29.46,0,Cloudy
20180120 7:53 AM,57,51,81,S,10,0,29.46,0,Cloudy
20180120 8:53 AM,57,51,81,SSW,13,23,29.47,0,Cloudy
20180120 9:53 AM,58,52,81,SSW,15,23,29.48,0,Cloudy
20180120 10:53 AM,59,53,81,S,14,23,29.5,0,Cloudy
20180120 11:53 AM,62,51,67,S,16,25,29.49,0,Mostly Cloudy
20180120 12:53 PM,65,53,65,S,17,26,29.46,0,Mostly Cloudy
20180120 1:53 PM,67,52,59,SSW,15,24,29.42,0,Mostly Cloudy
20180120 2:53 PM,68,53,59,S,16,25,29.39,0,Mostly Cloudy
20180120 3:53 PM,70,54,57,S,20,0,29.37,0,Fair
20180120 4:53 PM,70,54,57,S,21,29,29.36,0,Fair / Windy
20180120 5:53 PM,69,55,61,S,21,31,29.37,0,Fair / Windy
20180120 6:53 PM,67,55,66,SSE,20,0,29.38,0,Fair
20180120 7:53 PM,65,57,75,SSE,20,26,29.39,0,Fair
20180120 8:53 PM,63,56,78,S,17,0,29.4,0,Fair
20180120 9:53 PM,62,56,80,S,20,24,29.4,0,Mostly Cloudy
20180120 10:53 PM,61,55,81,S,18,0,29.4,0,Mostly Cloudy
20180120 11:53 PM,63,57,81,S,21,30,29.41,0,Mostly Cloudy / Windy
20180120 12:53 AM,63,58,84,S,13,0,29.41,0,Mostly Cloudy
20180121 1:53 AM,63,59,87,S,18,25,29.4,0,Mostly Cloudy
20180121 2:53 AM,62,58,86,S,15,0,29.39,0,Mostly Cloudy
20180121 3:53 AM,63,58,84,S,14,23,29.39,0,Mostly Cloudy
20180121 4:53 AM,64,59,84,S,17,25,29.37,0,Cloudy
20180121 5:53 AM,65,58,78,SSW,14,25,29.37,0,Cloudy
20180121 6:53 AM,63,58,84,S,12,0,29.37,0,Mostly Cloudy
20180121 7:53 AM,64,59,84,S,13,0,29.37,0,Mostly Cloudy
20180121 8:53 AM,64,60,87,S,12,0,29.37,0,Mostly Cloudy
20180121 9:53 AM,66,61,84,SSE,14,0,29.37,0,Mostly Cloudy
20180121 10:53 AM,69,61,75,S,18,29,29.37,0,Mostly Cloudy
20180121 11:53 AM,71,61,70,S,16,30,29.36,0,Mostly Cloudy
20180121 12:53 PM,72,61,68,SSW,18,28,29.34,0,Cloudy
20180121 1:53 PM,73,60,64,SSW,14,26,29.3,0,Cloudy
20180121 2:53 PM,73,61,66,SSW,13,22,29.26,0,Cloudy
20180121 3:53 PM,73,61,66,SSW,18,32,29.22,0,Light Rain
20180121 4:53 PM,72,62,71,S,20,25,29.21,0,Cloudy
20180121 5:53 PM,70,62,76,S,18,29,29.22,0,Cloudy
20180121 6:53 PM,70,62,76,SSW,13,20,29.23,0,Cloudy
20180121 7:53 PM,68,62,81,S,15,23,29.22,0,Cloudy
20180121 8:53 PM,68,63,84,SSW,9,0,29.23,0,Mostly Cloudy
20180121 9:53 PM,67,62,84,W,16,22,29.27,0,Mostly Cloudy
20180121 10:53 PM,65,25,22,W,8,0,29.3,0,Partly Cloudy
20180121 11:53 PM,63,17,17,W,7,0,29.32,0,Fair
20180121 12:53 AM,60,15,17,SW,5,0,29.32,0,Partly Cloudy
20180122 1:53 AM,59,16,19,WSW,6,0,29.32,0,Partly Cloudy
20180122 2:53 AM,57,18,22,W,8,0,29.32,0,Fair
20180122 3:53 AM,57,16,20,W,13,24,29.34,0,Fair
20180122 4:53 AM,52,24,34,WNW,13,22,29.38,0,Fair
20180122 5:53 AM,48,26,42,NW,16,23,29.41,0,Fair
20180122 6:53 AM,47,26,44,WNW,16,0,29.44,0,Fair
20180122 7:53 AM,45,26,48,WNW,10,0,29.46,0,Fair
20180122 8:53 AM,45,26,48,W,8,0,29.48,0,Fair
20180122 9:53 AM,47,25,42,WNW,13,0,29.5,0,Fair
20180122 10:53 AM,49,24,38,NW,21,28,29.52,0,Fair / Windy
20180122 11:53 AM,52,23,32,WNW,18,33,29.53,0,Fair
20180122 12:53 PM,56,22,27,WNW,18,29,29.51,0,Partly Cloudy
20180122 1:53 PM,59,22,24,WNW,17,28,29.47,0,Fair
20180122 2:53 PM,59,20,22,NW,24,33,29.46,0,Fair / Windy
20180122 3:53 PM,60,20,21,NW,25,32,29.47,0,Fair / Windy
20180122 4:53 PM,60,20,21,NW,24,32,29.49,0,Fair / Windy
20180122 5:53 PM,59,21,23,NW,17,28,29.51,0,Fair
20180122 6:53 PM,57,21,25,NW,15,26,29.53,0,Fair
20180122 7:53 PM,55,22,28,NW,9,0,29.56,0,Fair
20180122 8:53 PM,53,22,30,WNW,8,0,29.58,0,Partly Cloudy
20180122 9:53 PM,51,24,35,WNW,5,0,29.59,0,Fair
20180122 10:53 PM,50,23,35,WSW,3,0,29.6,0,Fair
20180122 11:53 PM,46,26,46,W,3,0,29.61,0,Fair
20180122 12:53 AM,41,26,55,CALM,0,0,29.62,0,Fair
20180123 1:53 AM,41,23,49,CALM,0,0,29.62,0,Fair
20180123 2:53 AM,39,26,60,CALM,0,0,29.62,0,Fair
20180123 3:53 AM,39,24,55,NW,5,0,29.63,0,Fair
20180123 4:53 AM,38,23,55,NW,3,0,29.65,0,Fair
20180123 5:53 AM,37,23,57,NW,3,0,29.66,0,Fair
20180123 6:53 AM,36,24,62,NNW,3,0,29.68,0,Fair
20180123 7:53 AM,35,23,61,NNW,3,0,29.7,0,Cloudy
20180123 8:53 AM,37,22,54,NW,5,0,29.73,0,Mostly Cloudy
20180123 9:53 AM,42,22,45,NW,8,0,29.75,0,Partly Cloudy
20180123 10:53 AM,45,20,37,NW,7,0,29.78,0,Partly Cloudy
20180123 11:53 AM,48,20,33,NNW,3,0,29.8,0,Fair
20180123 12:53 PM,51,20,29,N,7,0,29.78,0,Fair
20180123 1:53 PM,54,18,24,WNW,7,0,29.76,0,Fair
20180123 2:53 PM,57,19,23,N,6,0,29.75,0,Fair
20180123 3:53 PM,58,18,21,N,6,0,29.73,0,Fair
20180123 4:53 PM,59,19,21,NNW,9,0,29.73,0,Fair
20180123 5:53 PM,59,18,20,N,8,0,29.74,0,Fair
20180123 6:53 PM,56,16,21,N,5,0,29.75,0,Fair
20180123 7:53 PM,53,19,26,NE,3,0,29.78,0,Fair
20180123 8:53 PM,47,23,39,NE,5,0,29.79,0,Fair
20180123 9:53 PM,43,26,51,CALM,0,0,29.81,0,Fair
20180123 10:53 PM,40,27,60,CALM,0,0,29.82,0,Partly Cloudy
20180123 11:53 PM,40,26,58,CALM,0,0,29.82,0,Partly Cloudy
20180123 12:53 AM,40,26,58,CALM,0,0,29.83,0,Partly Cloudy
20180124 1:53 AM,38,26,62,CALM,0,0,29.84,0,Partly Cloudy
20180124 2:53 AM,37,27,67,CALM,0,0,29.85,0,Fair
20180124 3:53 AM,36,26,67,CALM,0,0,29.87,0,Fair
20180124 4:53 AM,36,26,67,CALM,0,0,29.88,0,Fair
20180124 5:53 AM,34,26,73,CALM,0,0,29.89,0,Fair
20180124 6:53 AM,34,26,73,CALM,0,0,29.9,0,Fair
20180124 7:53 AM,34,26,73,CALM,0,0,29.92,0,Fair
20180124 8:53 AM,36,26,67,WNW,3,0,29.93,0,Fair
20180124 9:53 AM,41,28,60,NW,3,0,29.95,0,Fair
20180124 10:53 AM,47,28,48,CALM,0,0,29.96,0,Fair
20180124 11:53 AM,52,27,38,SW,3,0,29.97,0,Fair
20180124 12:53 PM,57,23,27,CALM,0,0,29.94,0,Fair
20180124 1:53 PM,61,24,24,CALM,0,0,29.91,0,Fair
20180124 2:53 PM,62,22,21,WSW,3,0,29.88,0,Fair
20180124 3:53 PM,63,20,19,VAR,3,0,29.87,0,Fair
20180124 4:53 PM,62,19,19,ESE,3,0,29.86,0,Fair
20180124 5:53 PM,63,18,18,CALM,0,0,29.86,0,Fair
20180124 6:53 PM,61,18,19,CALM,0,0,29.86,0,Fair
20180124 7:53 PM,54,24,31,CALM,0,0,29.86,0,Fair
20180124 8:53 PM,48,27,44,E,5,0,29.87,0,Fair
20180124 9:53 PM,48,26,42,CALM,0,0,29.88,0,Fair
20180124 10:53 PM,51,23,33,S,5,0,29.88,0,Fair
20180124 11:53 PM,46,25,44,CALM,0,0,29.89,0,Fair
20180124 12:53 AM,43,27,53,CALM,0,0,29.89,0,Fair
20180125 1:53 AM,41,27,57,SE,5,0,29.88,0,Fair
20180125 2:53 AM,40,27,60,CALM,0,0,29.88,0,Fair
20180125 3:53 AM,38,27,65,CALM,0,0,29.87,0,Fair
20180125 4:53 AM,36,27,70,CALM,0,0,29.86,0,Fair
20180125 5:53 AM,39,26,60,CALM,0,0,29.86,0,Fair
20180125 6:53 AM,38,25,60,CALM,0,0,29.87,0,Fair
20180125 7:53 AM,37,27,67,CALM,0,0,29.88,0,Fair
20180125 8:53 AM,36,28,73,CALM,0,0,29.89,0,Fair
20180125 9:53 AM,46,31,56,CALM,0,0,29.9,0,Fair
20180125 10:53 AM,51,31,46,CALM,0,0,29.91,0,Fair
20180125 11:53 AM,57,30,36,SSW,3,0,29.91,0,Fair
20180125 12:53 PM,63,24,23,S,12,20,29.88,0,Fair
20180125 1:53 PM,65,21,19,S,16,0,29.83,0,Fair
20180125 2:53 PM,66,22,19,S,16,20,29.79,0,Partly Cloudy
20180125 3:53 PM,67,20,17,S,17,0,29.77,0,Partly Cloudy
20180125 4:53 PM,66,21,18,S,15,22,29.75,0,Fair
20180125 5:53 PM,65,19,17,SSE,16,0,29.74,0,Fair
20180125 6:53 PM,62,20,20,SSE,14,0,29.73,0,Mostly Cloudy
20180125 7:53 PM,58,24,27,SE,14,0,29.74,0,Mostly Cloudy
20180125 8:53 PM,58,23,26,SSE,15,0,29.74,0,Mostly Cloudy
20180125 9:53 PM,57,23,27,SSE,14,0,29.76,0,Mostly Cloudy
20180125 10:53 PM,57,25,29,S,13,0,29.77,0,Cloudy
20180125 11:53 PM,56,25,30,S,16,0,29.76,0,Cloudy
20180125 12:53 AM,55,27,34,S,17,0,29.76,0,Cloudy
20180126 1:53 AM,50,38,63,S,9,0,29.74,0.1,Light Rain
20180126 2:53 AM,50,37,61,S,12,0,29.72,0,Cloudy
20180126 3:53 AM,51,32,48,SSE,14,0,29.71,0,Cloudy
20180126 4:53 AM,50,32,50,SSE,15,0,29.7,0,Cloudy
20180126 5:53 AM,51,34,52,SSE,15,0,29.68,0,Cloudy
20180126 6:53 AM,51,35,54,SSE,13,0,29.68,0,Cloudy
20180126 7:53 AM,50,37,61,S,13,0,29.69,0,Cloudy
20180126 8:53 AM,50,39,66,S,13,0,29.7,0,Cloudy
20180126 9:53 AM,50,42,74,SSE,10,0,29.7,0,Cloudy
20180126 10:53 AM,52,45,77,SSE,15,0,29.69,0,Cloudy
20180126 11:53 AM,54,48,80,SSE,10,0,29.69,0,Cloudy
20180126 12:53 PM,57,49,74,SSE,9,0,29.67,0,Cloudy
20180126 1:53 PM,59,52,78,SSE,12,0,29.63,0,Cloudy
20180126 2:53 PM,62,53,72,S,15,0,29.59,0,Cloudy
20180126 3:53 PM,63,54,72,S,15,0,29.58,0,Cloudy
20180126 4:53 PM,65,55,70,S,14,21,29.57,0,Cloudy
20180126 5:53 PM,65,56,73,S,12,0,29.57,0,Cloudy
20180126 6:53 PM,65,56,73,S,12,0,29.58,0,Light Drizzle
20180126 7:53 PM,64,55,72,SSE,9,0,29.59,0,Cloudy
20180126 8:53 PM,64,56,75,S,9,0,29.59,0,Light Rain
20180126 9:53 PM,64,56,75,S,12,0,29.59,0,Cloudy
20180126 10:53 PM,63,58,84,S,9,0,29.6,0,Cloudy
20180126 11:53 PM,63,58,84,S,9,0,29.61,0,Cloudy
20180126 12:53 AM,63,57,81,S,9,0,29.61,0,Cloudy
20180127 1:53 AM,63,58,84,S,10,0,29.6,0,Cloudy
20180127 2:53 AM,63,58,84,S,10,0,29.59,0,Cloudy
20180127 3:53 AM,62,59,90,S,5,0,29.6,0,Light Rain
20180127 4:53 AM,61,60,97,S,5,0,29.6,0,Cloudy
20180127 5:53 AM,62,60,93,CALM,0,0,29.6,0,Cloudy
20180127 6:53 AM,61,60,97,CALM,0,0,29.61,0,Cloudy
20180127 7:53 AM,61,60,97,CALM,0,0,29.63,0,Cloudy
20180127 8:53 AM,61,60,97,N,3,0,29.64,0,Mostly Cloudy
20180127 9:53 AM,61,58,90,N,14,0,29.67,0,Mostly Cloudy
20180127 10:53 AM,58,53,84,N,15,0,29.69,0,Mostly Cloudy
20180127 11:53 AM,59,52,78,N,15,0,29.72,0,Mostly Cloudy
20180127 12:53 PM,57,51,81,N,12,0,29.73,0,Cloudy
20180127 1:53 PM,58,50,75,NNE,12,0,29.71,0,Cloudy
20180127 2:53 PM,59,50,72,NNE,9,0,29.69,0,Mostly Cloudy
20180127 3:53 PM,64,49,58,NNE,12,20,29.67,0,Partly Cloudy
20180127 4:53 PM,66,41,40,NNE,12,0,29.67,0,Fair
20180127 5:53 PM,65,34,32,N,13,0,29.67,0,Fair
20180127 6:53 PM,62,32,32,NNE,8,0,29.69,0,Fair
20180127 7:53 PM,59,29,32,N,7,0,29.71,0,Fair
20180127 8:53 PM,55,28,35,N,5,0,29.73,0,Fair
20180127 9:53 PM,56,25,30,NNE,8,0,29.74,0,Fair
20180127 10:53 PM,53,24,32,NE,6,0,29.75,0,Fair
20180127 11:53 PM,52,23,32,NNE,6,0,29.76,0,Fair
20180127 12:53 AM,53,22,30,NNE,10,0,29.76,0,Fair
20180128 1:53 AM,51,22,32,N,7,0,29.78,0,Fair
20180128 2:53 AM,46,26,46,WNW,3,0,29.77,0,Fair
20180128 3:53 AM,43,26,51,WNW,5,0,29.77,0,Fair
20180128 4:53 AM,41,27,57,NW,5,0,29.77,0,Fair
20180128 5:53 AM,38,27,65,NNW,5,0,29.77,0,Fair
20180128 6:53 AM,38,27,65,NNW,6,0,29.77,0,Fair
20180128 7:53 AM,37,26,65,NNW,5,0,29.79,0,Fair
20180128 8:53 AM,38,26,62,NNW,6,0,29.81,0,Fair
20180128 9:53 AM,43,28,56,NW,5,0,29.82,0,Fair
20180128 10:53 AM,50,28,43,VAR,3,0,29.83,0,Fair
20180128 11:53 AM,56,29,36,WNW,3,0,29.83,0,Fair
20180128 12:53 PM,61,29,30,ESE,3,0,29.81,0,Fair
20180128 1:53 PM,64,29,27,NNE,5,0,29.78,0,Fair
20180128 2:53 PM,66,26,22,NNW,9,0,29.75,0,Fair
20180128 3:53 PM,66,28,24,NW,14,0,29.74,0,Fair
20180128 4:53 PM,65,28,25,NNW,10,0,29.73,0,Fair
20180128 5:53 PM,65,27,24,N,9,0,29.74,0,Fair
20180128 6:53 PM,59,22,24,N,5,0,29.75,0,Fair
20180128 7:53 PM,58,23,26,N,6,0,29.78,0,Fair
20180128 8:53 PM,53,24,32,NE,6,0,29.8,0,Fair
20180128 9:53 PM,50,25,38,VAR,6,0,29.81,0,Partly Cloudy
20180128 10:53 PM,47,28,48,CALM,0,0,29.83,0,Fair
20180128 11:53 PM,46,27,47,NW,3,0,29.84,0,Fair
20180128 12:53 AM,46,25,44,CALM,0,0,29.85,0,Fair
20180129 1:53 AM,45,27,49,NW,5,0,29.86,0,Fair
20180129 2:53 AM,42,27,55,NNW,6,0,29.87,0,Fair
20180129 3:53 AM,43,26,51,NNW,9,0,29.88,0,Fair
20180129 4:53 AM,43,26,51,NNW,9,0,29.9,0,Fair
20180129 5:53 AM,42,25,51,N,10,0,29.91,0,Fair
20180129 6:53 AM,42,26,53,N,14,0,29.94,0,Fair
20180129 7:53 AM,40,25,55,N,15,23,29.96,0,Fair
20180129 8:53 AM,39,24,55,N,16,26,29.99,0,Partly Cloudy
20180129 9:53 AM,40,24,53,N,14,24,30.02,0,Fair
20180129 10:53 AM,41,24,51,N,17,0,30.04,0,Fair
20180129 11:53 AM,45,24,44,NNW,14,22,30.06,0,Fair
20180129 12:53 PM,47,24,41,N,16,23,30.06,0,Fair
20180129 1:53 PM,50,24,36,NW,15,21,30.03,0,Fair
20180129 2:53 PM,51,25,36,NNW,15,0,29.99,0,Fair
20180129 3:53 PM,53,24,32,N,14,0,29.98,0,Fair
20180129 4:53 PM,55,23,29,N,10,20,29.97,0,Fair
20180129 5:53 PM,54,23,30,NNW,9,0,29.96,0,Fair
20180129 6:53 PM,52,23,32,N,8,0,29.96,0,Fair
20180129 7:53 PM,50,22,33,VAR,7,0,29.97,0,Fair
20180129 8:53 PM,48,22,36,NNE,6,0,29.97,0,Fair
20180129 9:53 PM,45,23,42,NE,3,0,29.98,0,Fair
20180129 10:53 PM,44,22,42,E,6,0,29.98,0,Fair
20180129 11:53 PM,43,21,42,ENE,8,0,30,0,Fair
20180129 12:53 AM,41,22,47,E,7,0,30,0,Partly Cloudy
20180130 1:53 AM,40,21,47,SE,3,0,30,0,Fair
20180130 2:53 AM,38,21,51,ESE,5,0,30,0,Fair
20180130 3:53 AM,35,22,59,ESE,5,0,29.99,0,Partly Cloudy
20180130 4:53 AM,35,23,61,ESE,3,0,29.97,0,Fair
20180130 5:53 AM,34,23,64,SE,5,0,29.95,0,Fair
20180130 6:53 AM,36,23,59,ESE,9,0,29.95,0,Fair
20180130 7:53 AM,36,21,55,ESE,10,0,29.95,0,Fair
20180130 8:53 AM,36,21,55,SE,9,0,29.95,0,Fair
20180130 9:53 AM,41,21,45,SE,15,0,29.95,0,Fair
20180130 10:53 AM,43,22,43,SSE,14,0,29.95,0,Fair
20180130 11:53 AM,47,22,37,SSE,13,0,29.94,0,Fair
20180130 12:53 PM,51,24,35,SSE,12,0,29.9,0,Fair
20180130 1:53 PM,56,24,29,S,10,0,29.83,0,Fair
20180130 2:53 PM,60,24,25,S,14,0,29.79,0,Fair
20180130 3:53 PM,62,25,24,SSE,17,23,29.73,0,Partly Cloudy
20180130 4:53 PM,63,25,24,S,17,0,29.71,0,Partly Cloudy
20180130 5:53 PM,63,25,24,S,22,28,29.69,0,Mostly Cloudy / Windy
20180130 6:53 PM,61,25,25,S,16,25,29.67,0,Cloudy
20180130 7:53 PM,59,27,29,SSE,14,0,29.66,0,Cloudy
20180130 8:53 PM,56,28,34,S,16,0,29.64,0,Cloudy
20180130 9:53 PM,56,29,36,S,20,30,29.64,0,Partly Cloudy
20180130 10:53 PM,54,30,40,S,16,26,29.63,0,Partly Cloudy
20180130 11:53 PM,54,30,40,S,15,22,29.61,0,Partly Cloudy
20180130 12:53 AM,52,30,43,S,14,23,29.6,0,Partly Cloudy
20180131 1:53 AM,50,32,50,S,13,0,29.59,0,Partly Cloudy
20180131 2:53 AM,50,32,50,S,13,0,29.59,0,Fair
20180131 3:53 AM,49,32,52,S,13,0,29.58,0,Fair
20180131 4:53 AM,48,32,54,SSE,13,0,29.56,0,Fair
20180131 5:53 AM,46,33,61,SSE,10,0,29.55,0,Fair
20180131 6:53 AM,45,36,71,SSE,12,0,29.54,0,Fair
20180131 7:53 AM,45,37,74,SSE,13,0,29.54,0,Fair
20180131 8:53 AM,45,40,82,S,10,0,29.54,0,Fair
20180131 9:53 AM,49,42,77,S,7,0,29.53,0,Fair
20180131 10:53 AM,55,42,62,SW,16,24,29.51,0,Fair
20180131 11:53 AM,60,41,49,SSW,15,26,29.49,0,Fair
20180131 12:53 PM,64,38,38,SW,17,28,29.46,0,Fair
20180131 1:53 PM,67,39,36,SW,14,29,29.42,0,Fair
20180131 2:53 PM,70,39,32,SW,13,24,29.37,0,Fair
20180131 3:53 PM,73,39,29,SSW,15,33,29.33,0,Partly Cloudy
20180131 4:53 PM,74,38,27,S,21,31,29.32,0,Fair / Windy
20180131 5:53 PM,72,39,30,S,13,24,29.32,0,Fair
20180131 6:53 PM,69,41,36,S,14,0,29.34,0,Fair
20180131 7:53 PM,65,40,40,S,17,0,29.34,0,Fair
20180131 8:53 PM,63,39,41,S,13,0,29.34,0,Fair
20180131 9:53 PM,63,38,40,S,13,0,29.35,0,Fair
20180131 10:53 PM,63,40,43,S,12,0,29.35,0,Fair
20180131 11:53 PM,60,40,47,S,15,0,29.34,0,Fair
20180131 12:53 AM,58,40,51,S,15,0,29.34,0,Fair
20180201 1:53 AM,57,41,55,S,6,0,29.35,0,Fair
20180201 2:53 AM,56,42,60,S,12,0,29.35,0,Fair
20180201 3:53 AM,55,44,67,SSE,9,0,29.34,0,Fair
20180201 4:53 AM,53,45,74,SSE,8,0,29.34,0,Fair
20180201 5:53 AM,53,45,74,CALM,0,0,29.36,0,Fair
20180201 6:53 AM,52,46,80,SSW,5,0,29.36,0,Fair
20180201 7:53 AM,52,47,83,S,5,0,29.38,0,Fair
20180201 8:53 AM,53,47,80,SSW,9,0,29.39,0,Fair
20180201 9:53 AM,55,45,69,W,9,0,29.43,0,Fair
20180201 10:53 AM,54,39,57,NNW,18,0,29.48,0,Partly Cloudy
20180201 11:53 AM,55,37,51,N,18,24,29.52,0,Fair
20180201 12:53 PM,58,38,47,N,16,25,29.54,0,Fair
20180201 1:53 PM,62,38,41,N,16,25,29.54,0,Fair
20180201 2:53 PM,63,38,40,NNE,18,26,29.54,0,Fair
20180201 3:53 PM,65,35,33,N,12,25,29.57,0,Partly Cloudy
20180201 4:53 PM,64,33,31,N,20,25,29.59,0,Partly Cloudy
20180201 5:53 PM,60,30,32,N,18,24,29.64,0,Mostly Cloudy
20180201 6:53 PM,57,29,34,NNE,13,23,29.68,0,Mostly Cloudy
20180201 7:53 PM,55,28,35,NNE,14,26,29.73,0,Mostly Cloudy
20180201 8:53 PM,54,27,35,NNE,18,24,29.76,0,Cloudy
20180201 9:53 PM,52,26,37,NNE,24,33,29.79,0,Mostly Cloudy / Windy
20180201 10:53 PM,50,26,39,NNE,22,31,29.83,0,Cloudy / Windy
20180201 11:53 PM,47,24,41,NNE,15,25,29.86,0,Cloudy
20180201 12:53 AM,45,20,37,NNE,17,25,29.89,0,Cloudy
20180202 1:53 AM,44,17,34,NNE,14,23,29.9,0,Cloudy
20180202 2:53 AM,41,15,35,NNE,17,23,29.92,0,Cloudy
20180202 4:53 AM,38,15,39,N,13,0,29.95,0,Cloudy
20180202 5:53 AM,36,14,41,N,9,0,29.95,0,Cloudy
